mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
2.496377950033921,3239878,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,15.0,18.0,26.0,54,0.9,42,0,980646
1.7680319073690505,3237622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,8.0,11.0,16.0,38,0.9,42,1,655539
1.3736602009131067,3237519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,11.0,25,0.9,42,2,480492
1.1366378512917001,3205349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,11,0.9,42,3,392098
1.0479748704428953,3129701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5,0.9,42,4,348004
1.0170751706015386,3096543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2,0.9,42,5,325987
1.0048294335021764,3052739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,0.9,42,6,314202
1.0000105522869114,3032518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.9,42,7,309955
1.0,3040190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.9,42,8,307879
1.0,2954182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.9,42,9,302455
1.0,2865506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.9,42,10,302986
1.0,2846237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.9,42,11,300886
