mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
5.4153473978983975,3056049,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,12.0,35.0,38.0,45.0,84,0.5,42,0,2046117
3.1256926452081806,2971940,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,18.0,21.0,24.0,63,0.5,42,1,1144026
1.972156756139709,2917117,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,10.0,12.0,14.0,41,0.5,42,2,657656
1.4003798606383802,2519345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,8.0,21,0.5,42,3,414374
1.1604758360017382,2285073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,12,0.5,42,4,291941
1.0518927223788346,2041134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5,0.5,42,5,229886
1.013008990639919,1846031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,0.5,42,6,198741
1.0000066611867304,1501234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.5,42,7,184699
1.0,1609272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,42,8,176881
1.0,1839995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,42,9,174178
1.0,1271790,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,42,10,168996
1.0,1406250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,42,11,174882
