mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
1.1598063168574315,3272355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,8.0,13,0.99,42,0,408230
1.087088982952441,3272492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,8,0.99,42,1,372947
1.03385276782195,3272790,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,4,0.99,42,2,353694
1.01672321283333,3270484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2,0.99,42,3,343821
1.0046450965791722,3270115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1,0.99,42,4,339249
1.0021452061537548,3234188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1,0.99,42,5,336803
1.0003864037403882,3260838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.99,42,6,335385
1.0,3249465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.99,42,7,334577
1.0,3231834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.99,42,8,334491
1.0,3230929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.99,42,9,333779
1.0,3216831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.99,42,10,334689
1.0,3195244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.99,42,11,334085
