mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
4.650010346850475,3160382,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,10.0,30.0,34.0,39.0,81,0.7,42,0,1814155
2.8329666387129366,3155214,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,16.0,19.0,25.0,64,0.7,42,1,1056627
1.8437654397827619,3116948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,9.0,11.0,13.0,40,0.7,42,2,647531
1.297046611238088,3021546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,8.0,16,0.7,42,3,442086
1.125939852428807,2680740,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,10,0.7,42,4,339683
1.0435644689634835,2604416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5,0.7,42,5,287223
1.0114725633847657,2462658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,0.7,42,6,260866
1.0000126325449403,2453979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.7,42,7,249090
1.0,2468782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.7,42,8,242385
1.0,2407947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.7,42,9,238015
1.0,2167728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.7,42,10,232485
1.0,1979900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.7,42,11,237472
