mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
5.174016235342557,3103969,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,11.0,34.0,37.0,43.0,83,0.6,42,0,2005167
3.0460805606866064,3104194,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,18.0,20.0,25.0,65,0.6,42,1,1138946
1.9355798919160938,3028573,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,10.0,11.0,14.0,41,0.6,42,2,672659
1.3673912065613427,2801134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,8.0,19,0.6,42,3,437849
1.1507010630535315,2491502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,11,0.6,42,4,320625
1.0496248628783844,2317286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5,0.6,42,5,261140
1.0122622725206356,2171131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,0.6,42,6,230833
1.0000090041547065,2110137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.6,42,7,216659
1.0,1847471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.6,42,8,210127
1.0,2176018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.6,42,9,206413
1.0,1943496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.6,42,10,201444
1.0,1684353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.6,42,11,206401
