mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
5.209660284142481,2998918,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,12.0,33.0,37.0,45.0,80,0.4,42,0,1937436
3.0261234341654095,2822217,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,18.0,20.0,24.0,59,0.4,42,1,1071486
1.961975691191395,2718603,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,10.0,11.0,14.0,41,0.4,42,2,603698
1.4404107862399014,1999288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,8.0,22,0.4,42,3,371240
1.1593724178488214,2015035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,12,0.4,42,4,252817
1.0502863724362757,1689583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5,0.4,42,5,192746
1.010853007893559,1572928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,0.4,42,6,163177
1.00000782977444,1277176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.4,42,7,151493
1.0,1256373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.4,42,8,142397
1.0,1450974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.4,42,9,139318
1.0,1037292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.4,42,10,136176
1.0,1079564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.4,42,11,137808
