mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
4.383603204854327,2083090,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,12.0,98.0,126.0,71,0.05,42,0,1389420
2.710625282947574,1683174,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,7.0,51.0,69.0,66,0.05,42,1,696617
1.7943220693906554,1275042,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,27.0,41.0,47,0.05,42,2,350704
1.3673831430155998,843852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,15.0,23.0,26,0.05,42,3,177274
1.1637693677178262,567310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,14.0,12,0.05,42,4,104747
1.0693206956085508,374751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,6,0.05,42,5,69017
1.0230980562573193,271538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,2,0.05,42,6,50511
1.0049411403643378,228085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1,0.05,42,7,41233
1.0016665463049892,180013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1,0.05,42,8,36674
1.000260518431679,161217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.05,42,9,34415
1.0000247095088368,161881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.05,42,10,35841
1.0,147304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.05,42,11,33536
