mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
14.26408642983921,3277942,1.0,1.0,2.0,2.0,3.0,4.0,14.0,28.0,30.0,33.0,37.0,487.0,536.0,88,0.4,42,0,7117942
7.56972088938326,3135746,1.0,1.0,1.0,1.0,2.0,2.0,8.0,14.0,15.0,17.0,20.0,244.0,272.0,64,0.4,42,1,3618056
4.534309287080573,2678269,1.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,8.0,9.0,11.0,122.0,141.0,58,0.4,42,2,1867524
2.768668585114596,2328966,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,6.0,62.0,77.0,60,0.4,42,3,991419
1.7707994271583078,2159759,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,31.0,41.0,48,0.4,42,4,625681
1.262530640365853,2107514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,16.0,22.0,22,0.4,42,5,443163
1.0768080371477955,1790685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,14.0,6,0.4,42,6,351283
1.0107772651665707,1635851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,1,0.4,42,7,307905
1.0046632747511381,1504951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1,0.4,42,8,283938
1.0014474897023549,1495002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1,0.4,42,9,272562
1.0002407196520533,1404123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.4,42,10,267139
1.0,1368573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.4,42,11,265700
