mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
10.241508881208158,3024307,1.0,1.0,1.0,2.0,2.0,4.0,12.0,18.0,20.0,23.0,28.0,324.0,374.0,76,0.2,42,0,4701119
5.923057776104883,2635484,1.0,1.0,1.0,1.0,2.0,4.0,7.0,9.0,11.0,12.0,16.0,163.0,194.0,64,0.2,42,1,2368051
3.6598151873604796,2148879,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,83.0,104.0,66,0.2,42,2,1201449
2.239287178175196,1817565,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,42.0,56.0,60,0.2,42,3,617261
1.509289764493813,1538898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,22.0,32.0,36,0.2,42,4,373687
1.1812625763858793,1266759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,18.0,15,0.2,42,5,252090
1.057048373483981,970387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,11.0,4,0.2,42,6,190230
1.0108071912712655,867663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1,0.2,42,7,162059
1.0041154884753833,800634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1,0.2,42,8,144925
1.0009934350187732,794214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,0.2,42,9,140191
1.0001700964606852,687845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.2,42,10,139370
1.0,726951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.2,42,11,135404
