mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
6.691477206078892,2600145,1.0,1.0,1.0,1.0,2.0,5.0,8.0,10.0,12.0,14.0,18.0,183.0,219.0,68,0.1,42,0,2636126
4.172307235380425,2080789,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,6.0,8.0,11.0,94.0,120.0,70,0.1,42,1,1323206
2.5153772582237615,1748166,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,7.0,48.0,67.0,63,0.1,42,2,667619
1.6902367680503418,1315169,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,26.0,36.0,44,0.1,42,3,339266
1.2882566640376938,978836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,14.0,22.0,22,0.1,42,4,201627
1.1133789354499064,705669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,13.0,9,0.1,42,5,133710
1.0373687111462773,520703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,8.0,3,0.1,42,6,99051
1.0082071312729848,437790,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1,0.1,42,7,82660
1.0024312400479778,432701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1,0.1,42,8,74787
1.0005119613889777,416047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.1,42,9,68917
1.0001098698784305,336762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.1,42,10,71248
1.0,312543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.1,42,11,68829
