mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
2.6388526848967877,3435011,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,12.0,180.0,232.0,54,0.9,42,0,1385828
1.7460396920878778,3437864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0,90.0,122.0,31,0.9,42,1,870271
1.2722709526499536,3389965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,44.0,66.0,11,0.9,42,2,610679
1.1251889706436302,3185680,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,22.0,39.0,6,0.9,42,3,482254
1.0537508193244154,3187077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,23.0,3,0.9,42,4,434221
1.0221247975869823,2986468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,15.0,2,0.9,42,5,410961
1.0084612420271135,3158047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1,0.9,42,6,398784
1.0036298373004402,3172043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1,0.9,42,7,394160
1.0014748373228592,3134583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1,0.9,42,8,390349
1.0005765700004383,3057738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,0.9,42,9,387701
1.0001407461776426,3140405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.9,42,10,386391
1.0,3167380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.9,42,11,387944
