mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
5.07348843972231,3369945,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,8.0,31.0,487.0,530.0,81,0.4,42,0,2831969
2.908566484367348,3073151,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,18.0,244.0,272.0,45,0.4,42,1,1457107
2.0172644994786078,2313997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,14.0,124.0,146.0,23,0.4,42,2,768773
1.5035450386017688,1872194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,63.0,76.0,15,0.4,42,3,425207
1.2616859941567602,1544691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,33.0,41.0,9,0.4,42,4,298358
1.1127591866863213,1362869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,22.0,4,0.4,42,5,235605
1.044211894537693,1418668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,13.0,2,0.4,42,6,203502
1.0151015356002915,1591560,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,1,0.4,42,7,188632
1.005631604479973,1517152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1,0.4,42,8,178035
1.0020538531221692,1280520,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1,0.4,42,9,174550
1.0003081355040413,1376018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.4,42,10,173539
1.0,1385834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.4,42,11,177198
