mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
3.855112704553125,2948195,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,25.0,324.0,373.0,61,0.2,42,0,1859704
2.5176670809147743,2302163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,19.0,165.0,197.0,38,0.2,42,1,941522
1.9064634780020826,1468389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,17.0,86.0,103.0,23,0.2,42,2,484260
1.5139531485447457,1074417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,45.0,55.0,15,0.2,42,3,254897
1.2588299047214009,874698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,24.0,31.0,8,0.2,42,4,169930
1.1211888624187722,715272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,13.0,18.0,4,0.2,42,5,128571
1.0497172555330803,677290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,11.0,2,0.2,42,6,105950
1.017449353911233,695957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,2,0.2,42,7,96355
1.0059243941646605,662515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1,0.2,42,8,90760
1.0014471780028944,676489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1,0.2,42,9,89694
1.0001829538427112,661369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.2,42,10,87487
1.0,642967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.2,42,11,88943
