mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
2.8238240283405927,2295506,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,21.0,186.0,227.0,46,0.1,42,0,1040412
2.16247087198938,1493837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,19.0,97.0,119.0,31,0.1,42,1,525030
1.7461994090348696,887362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,15.0,51.0,66.0,21,0.1,42,2,266789
1.439676201350729,616556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,27.0,38.0,13,0.1,42,3,137820
1.2340967723622878,475611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,15.0,22.0,9,0.1,42,4,90292
1.1059493902584603,376963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,12.0,4,0.1,42,5,66614
1.0398969184213989,349626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,3,0.1,42,6,53899
1.013846268526916,321964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,2,0.1,42,7,49294
1.003771647741932,375963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1,0.1,42,8,46886
1.0006827874245974,363217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,0.1,42,9,44830
1.0000745207570116,335477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.1,42,10,44746
1.0,307561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.1,42,11,44772
