mean,total,p_0,p_10,p_20,p_30,p_40,p_50,p_60,p_70,p_80,p_90,p_99,p_99.9,p_100,freq%,rate,seed,bits,unique_lba_count
5.3475908430509635,3409782,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,9.0,32.0,508.0,554.0,89,0.5,42,0,2986478
2.9614969917105602,3229410,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,17.0,253.0,281.0,48,0.5,42,1,1553126
1.9918704304685169,2573568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,13.0,129.0,151.0,23,0.5,42,2,836867
1.481780079528712,2141365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,65.0,80.0,15,0.5,42,3,478810
1.2356697029001265,1862505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,34.0,42.0,8,0.5,42,4,346544
1.0956875599542504,1734656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,17.0,24.0,3,0.5,42,5,281053
1.0354257226167305,1949685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,13.0,2,0.5,42,6,248456
1.0135944661869059,1970287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,1,0.5,42,7,233078
1.005208294129096,1859918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1,0.5,42,8,222085
1.0018396287773785,1783512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1,0.5,42,9,217563
1.0003179259285282,1707945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.5,42,10,216269
1.0,1620941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5,42,11,219877
